"date","count","price","min_price","max_price","energy_sun","energy_general","location_in","location_out","SMP","type","date_ym","생활물가지수","식품","식품_이외","전월세","전월세포함_생활물가지수","생활물가지수_up","식품_up","식품_이외_up","전월세_up","전월세포함_생활물가지수_up","Dubai","Brent","WTI","구름많음","구름조금","눈","맑음","비","흐림","min_Temperature_sum","max_Temperature_sum","Precipitation_sum","snow_sum","date_end","before_count","agenda1"
20160629,35507,121115,89200,130000,1,1,1,0,65.15,"energy_total_location_in",201606,100.43,100.95,100.17,102.35,100.87,0.000597431046500072,-0.00723130262506195,0.00459219327143863,0.00205178309721538,0.000892237533458941,338.23,374.32,368.92,2,2,0,1,2,0,140.5,201.5,3.6,0,0,10,0
20160706,4693,103279,93700,114400,1,1,0,1,93.81,"energy_total_location_out",201607,99.74,100.93,99.14,102.62,100.4,-0.00691798676559066,-0.000198157138610879,-0.0103893483962074,0.0026310660689925,-0.00468127490039839,0,353.91,343.97,2,0,0,0,5,0,147.4,183.8,242.7,0,0,35507,0
20160706,99433,126060,75000,133000,1,1,1,0,66.79,"energy_total_location_in",201607,99.74,100.93,99.14,102.62,100.4,-0.00691798676559066,-0.000198157138610879,-0.0103893483962074,0.0026310660689925,-0.00468127490039839,0,353.91,343.97,2,0,0,0,5,0,147.4,183.8,242.7,0,0,4693,0
20160713,44982,122780,56700,111700,1,1,0,1,93.81,"energy_total_location_out",201607,99.74,100.93,99.14,102.62,100.4,-0.00691798676559066,-0.000198157138610879,-0.0103893483962074,0.0026310660689925,-0.00468127490039839,313.81,334.41,323.49,2,1,0,1,1,2,157.8,220.5,3,0,0,99433,0
20160713,90241,130522,80400,139000,1,1,1,0,66.79,"energy_total_location_in",201607,99.74,100.93,99.14,102.62,100.4,-0.00691798676559066,-0.000198157138610879,-0.0103893483962074,0.0026310660689925,-0.00468127490039839,313.81,334.41,323.49,2,1,0,1,1,2,157.8,220.5,3,0,0,44982,0
20160720,1772,92774,58700,111700,1,1,0,1,93.81,"energy_total_location_out",201607,99.74,100.93,99.14,102.62,100.4,-0.00691798676559066,-0.000198157138610879,-0.0103893483962074,0.0026310660689925,-0.00468127490039839,302.45,337.75,321.79,0,2,0,0,5,0,153.5,202.2,50.8,0,0,90241,0
20160720,59250,132314,82200,140000,1,1,1,0,66.79,"energy_total_location_in",201607,99.74,100.93,99.14,102.62,100.4,-0.00691798676559066,-0.000198157138610879,-0.0103893483962074,0.0026310660689925,-0.00468127490039839,302.45,337.75,321.79,0,2,0,0,5,0,153.5,202.2,50.8,0,0,1772,0
20160727,3399,114429,83800,121700,1,1,0,1,93.81,"energy_total_location_out",201607,99.74,100.93,99.14,102.62,100.4,-0.00691798676559066,-0.000198157138610879,-0.0103893483962074,0.0026310660689925,-0.00468127490039839,290.64,311.26,300.16,4,0,0,0,3,0,183.1,220.2,1.5,0,0,59250,0
20160727,82812,135605,81000,142000,1,1,1,0,66.79,"energy_total_location_in",201607,99.74,100.93,99.14,102.62,100.4,-0.00691798676559066,-0.000198157138610879,-0.0103893483962074,0.0026310660689925,-0.00468127490039839,290.64,311.26,300.16,4,0,0,0,3,0,183.1,220.2,1.5,0,0,3399,0
20160803,2752,118518,100700,122700,1,1,0,1,101.13,"energy_total_location_out",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,268.81,300.61,284.78,1,1,0,0,5,0,177.9,222.4,62.4,0,0,82812,0
20160803,72708,140828,100100,156000,1,1,1,0,71.43,"energy_total_location_in",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,268.81,300.61,284.78,1,1,0,0,5,0,177.9,222.4,62.4,0,0,2752,0
20160810,356,105400,105400,105400,1,1,0,1,101.13,"energy_total_location_out",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,287.9,306.77,290.47,0,1,0,5,1,0,185,244.6,1,0,0,72708,0
20160810,76468,145714,86000,154000,1,1,1,0,71.43,"energy_total_location_in",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,287.9,306.77,290.47,0,1,0,5,1,0,185,244.6,1,0,0,356,0
20160819,317,96600,96600,96600,1,1,0,1,101.13,"energy_total_location_out",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,328.89,354.08,337.65,2,2,0,2,3,0,236.5,310.3,12.2,0,0,76468,0
20160819,2238,123286,80000,130000,1,1,1,0,71.43,"energy_total_location_in",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,328.89,354.08,337.65,2,2,0,2,3,0,236.5,310.3,12.2,0,0,317,0
20160824,428,106750,93700,115700,1,1,0,1,101.13,"energy_total_location_out",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,323.02,344.74,328.71,1,2,0,0,2,0,131.6,173.7,8.4,0,0,2238,0
20160824,26342,130657,80000,139000,1,1,1,0,71.43,"energy_total_location_in",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,323.02,344.74,328.71,1,2,0,0,2,0,131.6,173.7,8.4,0,0,428,0
20160831,736,107700,91700,111700,1,1,0,1,101.13,"energy_total_location_out",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,315.11,330.94,314.47,1,2,0,0,4,0,130.1,185.4,43.5,0,0,26342,0
20160831,24263,135488,89000,144000,1,1,1,0,71.43,"energy_total_location_in",201608,100.12,102.28,99.03,102.83,100.74,0.00379544546544157,0.0131990614000782,-0.0011107745127739,0.00204220558202853,0.00337502481635884,315.11,330.94,314.47,1,2,0,0,4,0,130.1,185.4,43.5,0,0,736,0
20160907,6060,121727,108800,133300,1,1,0,1,97.3,"energy_total_location_out",201609,101.3,105.51,99.18,103.04,101.7,0.0116485686080947,0.0306132120178183,0.00151240169388995,0.00203804347826095,0.0094395280235989,303.52,333.47,316.24,2,3,0,0,2,0,143.8,204.5,5,0,0,24263,0
20160907,164326,144804,81000,156000,1,1,1,0,71.3,"energy_total_location_in",201609,101.3,105.51,99.18,103.04,101.7,0.0116485686080947,0.0306132120178183,0.00151240169388995,0.00203804347826095,0.0094395280235989,303.52,333.47,316.24,2,3,0,0,2,0,143.8,204.5,5,0,0,6060,0
20160921,3869,124587,98700,141700,1,1,0,1,97.3,"energy_total_location_out",201609,101.3,105.51,99.18,103.04,101.7,0.0116485686080947,0.0306132120178183,0.00151240169388995,0.00203804347826095,0.0094395280235989,303.35,329.75,319.26,3,4,0,2,3,2,271.5,395.7,14,0,0,164326,0
20160921,128866,154505,87000,166100,1,1,1,0,71.3,"energy_total_location_in",201609,101.3,105.51,99.18,103.04,101.7,0.0116485686080947,0.0306132120178183,0.00151240169388995,0.00203804347826095,0.0094395280235989,303.35,329.75,319.26,3,4,0,2,3,2,271.5,395.7,14,0,0,3869,0
20160928,2534,139102,108700,150600,1,1,0,1,97.3,"energy_total_location_out",201609,101.3,105.51,99.18,103.04,101.7,0.0116485686080947,0.0306132120178183,0.00151240169388995,0.00203804347826095,0.0094395280235989,294.08,337.95,326.57,1,4,0,0,2,0,126.5,188.2,14,0,0,128866,0
20160928,65020,158244,107000,168000,1,1,1,0,71.3,"energy_total_location_in",201609,101.3,105.51,99.18,103.04,101.7,0.0116485686080947,0.0306132120178183,0.00151240169388995,0.00203804347826095,0.0094395280235989,294.08,337.95,326.57,1,4,0,0,2,0,126.5,188.2,14,0,0,2534,0
20161007,6040,155853,140000,160400,1,1,0,1,95.96,"energy_total_location_out",201610,101.73,104.86,100.14,103.11,102.04,0.0042268750614372,-0.00619874117871453,0.00958657878969437,0.000678886625933403,0.00333202665621328,349.98,362.99,348.17,0,2,0,1,3,3,152.9,228.7,27,0,0,65020,0
20161007,116713,164875,95000,175000,1,1,1,0,73.27,"energy_total_location_in",201610,101.73,104.86,100.14,103.11,102.04,0.0042268750614372,-0.00619874117871453,0.00958657878969437,0.000678886625933403,0.00333202665621328,349.98,362.99,348.17,0,2,0,1,3,3,152.9,228.7,27,0,0,6040,0
20161012,612,149315,140800,160600,1,1,0,1,95.96,"energy_total_location_out",201610,101.73,104.86,100.14,103.11,102.04,0.0042268750614372,-0.00619874117871453,0.00958657878969437,0.000678886625933403,0.00333202665621328,351.56,364.07,352.62,1,3,0,0,1,0,45.6,101.6,6,0,0,116713,0
20161012,67871,174267,95100,186200,1,1,1,0,73.27,"energy_total_location_in",201610,101.73,104.86,100.14,103.11,102.04,0.0042268750614372,-0.00619874117871453,0.00958657878969437,0.000678886625933403,0.00333202665621328,351.56,364.07,352.62,1,3,0,0,1,0,45.6,101.6,6,0,0,612,0
20161019,968,152766,130200,158300,1,1,0,1,95.96,"energy_total_location_out",201610,101.73,104.86,100.14,103.11,102.04,0.0042268750614372,-0.00619874117871453,0.00958657878969437,0.000678886625933403,0.00333202665621328,353.75,375.12,367.5,1,3,0,2,1,0,87.3,162,1.5,0,0,67871,0
20161019,32858,174217,121100,180500,1,1,1,0,73.27,"energy_total_location_in",201610,101.73,104.86,100.14,103.11,102.04,0.0042268750614372,-0.00619874117871453,0.00958657878969437,0.000678886625933403,0.00333202665621328,353.75,375.12,367.5,1,3,0,2,1,0,87.3,162,1.5,0,0,968,0
20161026,2031,137242,96800,160700,1,1,0,1,95.96,"energy_total_location_out",201610,101.73,104.86,100.14,103.11,102.04,0.0042268750614372,-0.00619874117871453,0.00958657878969437,0.000678886625933403,0.00333202665621328,342.48,357.28,351.56,2,1,0,1,2,1,85.7,142.8,39.5,0,0,32858,0
20161026,34698,173136,93100,185100,1,1,1,0,73.27,"energy_total_location_in",201610,101.73,104.86,100.14,103.11,102.04,0.0042268750614372,-0.00619874117871453,0.00958657878969437,0.000678886625933403,0.00333202665621328,342.48,357.28,351.56,2,1,0,1,2,1,85.7,142.8,39.5,0,0,2031,0
20161102,379,140514,138900,145000,1,1,0,1,98.21,"energy_total_location_out",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,316.57,336.54,325.62,2,0,0,2,3,0,19.5,90.9,0.9,0,0,34698,0
20161102,2868,154633,85000,165000,1,1,1,0,74.83,"energy_total_location_in",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,316.57,336.54,325.62,2,0,0,2,3,0,19.5,90.9,0.9,0,0,379,0
20161109,6245,144250,103000,155000,1,1,1,0,74.83,"energy_total_location_in",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,304.58,331.69,323.89,2,0,0,1,3,1,42.2,101,6.2,0,0,2868,0
20161116,142,116770,101700,121700,1,1,0,1,98.21,"energy_total_location_out",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,319.43,342.8,335.01,0,1,0,2,4,0,37.6,96.8,6.4,0,0,6245,0
20161116,11380,142230,90000,149900,1,1,1,0,74.83,"energy_total_location_in",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,319.43,342.8,335.01,0,1,0,2,4,0,37.6,96.8,6.4,0,0,142,0
20161123,673,123013,119100,125300,1,1,0,1,98.21,"energy_total_location_out",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,340.63,361.92,354.6,1,1,0,2,1,2,23.4,91.6,0.2,0,0,11380,0
20161123,43966,145725,120100,150100,1,1,1,0,74.83,"energy_total_location_in",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,340.63,361.92,354.6,1,1,0,2,1,2,23.4,91.6,0.2,0,0,673,0
20161130,104,113430,98700,126700,1,1,0,1,98.21,"energy_total_location_out",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,324.27,370.94,363.37,1,1,1,3,1,0,-13.4,41.7,3.8,0.8,0,43966,0
20161130,37390,152095,85000,162000,1,1,1,0,74.83,"energy_total_location_in",201611,101.69,103.99,100.53,103.31,102.06,-0.000393352345363421,-0.00836618905664011,0.00387943897344077,0.00193592101442264,0.000195963158926083,324.27,370.94,363.37,1,1,1,3,1,0,-13.4,41.7,3.8,0.8,0,104,0
20161207,223,127500,127500,127500,1,1,0,1,103.91,"energy_total_location_out",201612,101.57,104.33,100.18,103.55,102.02,-0.00118145121591025,0.00325889006038535,-0.00349371131962462,0.00231772090777397,-0.000392079984316862,370.37,389.87,366.11,0,2,0,3,1,1,-9.6,57.8,1.5,0,1,37390,0
20161207,68626,157041,86000,170000,1,1,1,0,86.76,"energy_total_location_in",201612,101.57,104.33,100.18,103.55,102.02,-0.00118145121591025,0.00325889006038535,-0.00349371131962462,0.00231772090777397,-0.000392079984316862,370.37,389.87,366.11,0,2,0,3,1,1,-9.6,57.8,1.5,0,1,223,0
20161214,3091,137161,120000,150000,1,1,0,1,103.91,"energy_total_location_out",201612,101.57,104.33,100.18,103.55,102.02,-0.00118145121591025,0.00325889006038535,-0.00349371131962462,0.00231772090777397,-0.000392079984316862,386.26,395.13,374.17,0,1,0,2,3,1,-23.6,35.3,6.1,0,1,68626,0
20161214,94883,169419,116000,179900,1,1,1,0,86.76,"energy_total_location_in",201612,101.57,104.33,100.18,103.55,102.02,-0.00118145121591025,0.00325889006038535,-0.00349371131962462,0.00231772090777397,-0.000392079984316862,386.26,395.13,374.17,0,1,0,2,3,1,-23.6,35.3,6.1,0,1,3091,0
20161221,8270,162080,120000,165400,1,1,0,1,103.91,"energy_total_location_out",201612,101.57,104.33,100.18,103.55,102.02,-0.00118145121591025,0.00325889006038535,-0.00349371131962462,0.00231772090777397,-0.000392079984316862,396.13,408.04,393.28,1,0,0,3,2,1,-4.6,52.8,29.1,0,1,94883,0
20161221,69892,174107,101000,180000,1,1,1,0,86.76,"energy_total_location_in",201612,101.57,104.33,100.18,103.55,102.02,-0.00118145121591025,0.00325889006038535,-0.00349371131962462,0.00231772090777397,-0.000392079984316862,396.13,408.04,393.28,1,0,0,3,2,1,-4.6,52.8,29.1,0,1,8270,0
20161228,483,149336,131700,152900,1,1,0,1,103.91,"energy_total_location_out",201612,101.57,104.33,100.18,103.55,102.02,-0.00118145121591025,0.00325889006038535,-0.00349371131962462,0.00231772090777397,-0.000392079984316862,407.34,426.21,409.84,0,2,1,1,2,1,-25.1,28.3,24.1,0.5,1,69892,0
20161228,39939,171637,1e+05,180000,1,1,1,0,86.76,"energy_total_location_in",201612,101.57,104.33,100.18,103.55,102.02,-0.00118145121591025,0.00325889006038535,-0.00349371131962462,0.00231772090777397,-0.000392079984316862,407.34,426.21,409.84,0,2,1,1,2,1,-25.1,28.3,24.1,0.5,1,483,0
20170104,959,145462,136800,151700,1,1,0,1,106.06,"energy_total_location_out",201701,102.68,105.86,101.08,103.65,102.9,0.0108102843786523,0.0144530511996977,0.00890383854372766,0.000964785335262986,0.00855199222546171,409.61,428.35,404.07,2,2,1,1,1,0,-21,38.3,0.6,1,0,39939,0
20170104,19704,168096,85100,174500,1,1,1,0,86.1,"energy_total_location_in",201701,102.68,105.86,101.08,103.65,102.9,0.0108102843786523,0.0144530511996977,0.00890383854372766,0.000964785335262986,0.00855199222546171,409.61,428.35,404.07,2,2,1,1,1,0,-21,38.3,0.6,1,0,959,0
20170111,1153,135058,95000,149000,1,1,1,0,86.1,"energy_total_location_in",201701,102.68,105.86,101.08,103.65,102.9,0.0108102843786523,0.0144530511996977,0.00890383854372766,0.000964785335262986,0.00855199222546171,393.72,415.44,393.95,0,3,0,2,0,2,-13.5,47,0,0,0,19704,0
20170118,192,124271,123600,125900,1,1,0,1,106.06,"energy_total_location_out",201701,102.68,105.86,101.08,103.65,102.9,0.0108102843786523,0.0144530511996977,0.00890383854372766,0.000964785335262986,0.00855199222546171,399.91,400.5,379.41,0,2,2,3,0,0,-55.7,3.5,0.6,1.6,0,1153,0
20170118,13464,141328,76000,150000,1,1,1,0,86.1,"energy_total_location_in",201701,102.68,105.86,101.08,103.65,102.9,0.0108102843786523,0.0144530511996977,0.00890383854372766,0.000964785335262986,0.00855199222546171,399.91,400.5,379.41,0,2,2,3,0,0,-55.7,3.5,0.6,1.6,0,192,0
20170125,1366,135899,124700,150000,1,1,0,1,106.06,"energy_total_location_out",201701,102.68,105.86,101.08,103.65,102.9,0.0108102843786523,0.0144530511996977,0.00890383854372766,0.000964785335262986,0.00855199222546171,391.34,403.12,386.07,1,0,2,4,0,0,-68,-5.4,6.1,9.8,0,13464,0
20170125,86898,161576,78700,170900,1,1,1,0,86.1,"energy_total_location_in",201701,102.68,105.86,101.08,103.65,102.9,0.0108102843786523,0.0144530511996977,0.00890383854372766,0.000964785335262986,0.00855199222546171,391.34,403.12,386.07,1,0,2,4,0,0,-68,-5.4,6.1,9.8,0,1366,0
20170203,17924,159345,1e+05,165000,1,1,1,0,90.76,"energy_total_location_in",201702,103.13,106.47,101.44,103.91,103.3,0.00436342480364577,0.00572931342162111,0.00354889589905362,0.0025021653353863,0.00387221684414319,400.81,410.64,389.1,1,1,2,3,2,0,-59.5,23.3,7.9,2.2,0,86898,0
20170208,22197,128246,118700,141700,1,1,0,1,121.17,"energy_total_location_out",201702,103.13,106.47,101.44,103.91,103.3,0.00436342480364577,0.00572931342162111,0.00354889589905362,0.0025021653353863,0.00387221684414319,383.25,395.96,375.99,2,1,0,1,1,0,-19.3,11.7,0.5,0,0,17924,0
20170208,28853,153710,89000,160000,1,1,1,0,90.76,"energy_total_location_in",201702,103.13,106.47,101.44,103.91,103.3,0.00436342480364577,0.00572931342162111,0.00354889589905362,0.0025021653353863,0.00387221684414319,383.25,395.96,375.99,2,1,0,1,1,0,-19.3,11.7,0.5,0,0,22197,0
20170215,1968,125060,80400,132400,1,1,0,1,121.17,"energy_total_location_out",201702,103.13,106.47,101.44,103.91,103.3,0.00436342480364577,0.00572931342162111,0.00354889589905362,0.0025021653353863,0.00387221684414319,388.73,401.33,382.33,0,1,0,6,0,0,-46.3,21,0,0,0,28853,0
20170215,51638,145494,110000,150000,1,1,1,0,90.76,"energy_total_location_in",201702,103.13,106.47,101.44,103.91,103.3,0.00436342480364577,0.00572931342162111,0.00354889589905362,0.0025021653353863,0.00387221684414319,388.73,401.33,382.33,0,1,0,6,0,0,-46.3,21,0,0,0,1968,0
20170222,121,106446,95000,120000,1,1,1,0,90.76,"energy_total_location_in",201702,103.13,106.47,101.44,103.91,103.3,0.00436342480364577,0.00572931342162111,0.00354889589905362,0.0025021653353863,0.00387221684414319,394.42,402.79,386.56,1,1,0,1,4,0,-31.2,43.1,10.6,0,0,51638,0
20170308,80,93200,88700,98700,1,1,0,1,129.71,"energy_total_location_out",201703,103.34,106.84,101.57,104.1,103.51,0.00203212695955107,0.0034631224260577,0.00127990548390268,0.00182516810758884,0.00202878948893834,391.15,384.56,364.07,0,1,0,10,3,0,-30.4,111.4,6,0,0,121,0
20170308,26820,126851,92700,149000,1,1,1,0,91.67,"energy_total_location_in",201703,103.34,106.84,101.57,104.1,103.51,0.00203212695955107,0.0034631224260577,0.00127990548390268,0.00182516810758884,0.00202878948893834,391.15,384.56,364.07,0,1,0,10,3,0,-30.4,111.4,6,0,0,80,0
20170315,158,108546,96600,111700,1,1,0,1,129.71,"energy_total_location_out",201703,103.34,106.84,101.57,104.1,103.51,0.00203212695955107,0.0034631224260577,0.00127990548390268,0.00182516810758884,0.00202878948893834,360.89,373.88,352.59,0,2,0,4,0,1,3.2,90,0,0,0,26820,1
20170315,42012,137640,99400,143000,1,1,1,0,91.67,"energy_total_location_in",201703,103.34,106.84,101.57,104.1,103.51,0.00203212695955107,0.0034631224260577,0.00127990548390268,0.00182516810758884,0.00202878948893834,360.89,373.88,352.59,0,2,0,4,0,1,3.2,90,0,0,0,158,1
20170328,863,107197,106900,109000,1,1,0,1,129.71,"energy_total_location_out",201703,103.34,106.84,101.57,104.1,103.51,0.00203212695955107,0.0034631224260577,0.00127990548390268,0.00182516810758884,0.00202878948893834,345.01,359.73,338.98,4,4,0,3,1,1,49.2,184.3,0.4,0,0,42012,1
20170328,12539,118874,117500,120000,1,1,1,0,91.67,"energy_total_location_in",201703,103.34,106.84,101.57,104.1,103.51,0.00203212695955107,0.0034631224260577,0.00127990548390268,0.00182516810758884,0.00202878948893834,345.01,359.73,338.98,4,4,0,3,1,1,49.2,184.3,0.4,0,0,863,1
20170330,844,106944,104800,107800,1,1,0,1,129.71,"energy_total_location_out",201703,103.34,106.84,101.57,104.1,103.51,0.00203212695955107,0.0034631224260577,0.00127990548390268,0.00182516810758884,0.00202878948893834,355.32,371.09,352.8,0,2,0,0,0,0,8.8,31.5,0,0,0,12539,0
20170330,10669,119516,115000,121300,1,1,1,0,91.67,"energy_total_location_in",201703,103.34,106.84,101.57,104.1,103.51,0.00203212695955107,0.0034631224260577,0.00127990548390268,0.00182516810758884,0.00202878948893834,355.32,371.09,352.8,0,2,0,0,0,0,8.8,31.5,0,0,0,844,0
20170404,863,110859,108900,112400,1,1,0,1,121.12,"energy_total_location_out",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,357.99,379.5,357.5,0,1,0,2,2,0,23.8,84.3,2.5,0,0,10669,0
20170404,12539,122463,115500,125200,1,1,1,0,74.88,"energy_total_location_in",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,357.99,379.5,357.5,0,1,0,2,2,0,23.8,84.3,2.5,0,0,863,0
20170406,17,113800,113800,113800,1,1,0,1,121.12,"energy_total_location_out",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,372.15,388.06,365.51,0,0,0,0,2,0,20.2,26.6,40.5,0,0,12539,0
20170406,12436,124245,120000,125000,1,1,1,0,74.88,"energy_total_location_in",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,372.15,388.06,365.51,0,0,0,0,2,0,20.2,26.6,40.5,0,0,17,0
20170411,69,111191,103800,114800,1,1,0,1,121.12,"energy_total_location_out",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,390.12,403.76,383.44,1,2,0,0,2,0,49.8,107.4,1,0,0,12436,0
20170411,12213,124888,126200,122500,1,1,1,0,74.88,"energy_total_location_in",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,390.12,403.76,383.44,1,2,0,0,2,0,49.8,107.4,1,0,0,69,0
20170413,986,113770,105800,114000,1,1,0,1,121.12,"energy_total_location_out",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,390.12,402.58,383.06,0,1,0,1,0,0,15.1,36,0,0,0,12213,0
20170413,13035,123513,119100,125100,1,1,1,0,74.88,"energy_total_location_in",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,390.12,402.58,383.06,0,1,0,1,0,0,15.1,36,0,0,0,986,0
20170418,409,110646,108900,112100,1,1,0,1,121.12,"energy_total_location_out",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,379.72,392.38,374.65,0,1,0,0,3,1,54.5,101.8,19,0,0,13035,0
20170418,18099,124176,120000,125100,1,1,1,0,74.88,"energy_total_location_in",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,379.72,392.38,374.65,0,1,0,0,3,1,54.5,101.8,19,0,0,409,0
20170420,1079,112034,108000,118800,1,1,0,1,121.12,"energy_total_location_out",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,368.93,379.89,360.39,0,0,0,1,1,0,16.9,36.6,0.1,0,0,18099,0
20170420,21180,127628,122100,130000,1,1,1,0,74.88,"energy_total_location_in",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,368.93,379.89,360.39,0,0,0,1,1,0,16.9,36.6,0.1,0,0,1079,0
20170425,1543,114895,97800,118800,1,1,0,1,121.12,"energy_total_location_out",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,356.84,370.86,352.78,0,2,0,2,0,1,46.2,105.2,0,0,0,21180,0
20170425,14911,128072,117000,130000,1,1,1,0,74.88,"energy_total_location_in",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,356.84,370.86,352.78,0,2,0,2,0,1,46.2,105.2,0,0,0,1543,0
20170427,36,116800,116800,116800,1,1,0,1,121.12,"energy_total_location_out",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,353.98,364.03,346.55,0,0,0,2,0,0,18.4,40,0,0,0,14911,0
20170427,8113,125998,120000,130000,1,1,1,0,74.88,"energy_total_location_in",201704,103.02,106.13,101.46,104.29,103.31,-0.00310619297223847,-0.00668990860265719,-0.00108417110191208,0.00182184293796157,-0.00193592101442264,353.98,364.03,346.55,0,0,0,2,0,0,18.4,40,0,0,0,36,0
20170502,2860,120907,117600,121000,1,1,0,1,117.9180645,"energy_total_location_out",201705,103.04,106.19,101.44,104.55,103.38,0.000194099378882087,0.000565024955268879,-0.000197160883280718,0.00248684839789566,0.000677113561617268,0,359.73,339.76,0,2,0,3,0,0,60.2,129.3,0,0,0,8113,0
20170502,11451,128288,118000,130500,1,1,1,0,78.34935484,"energy_total_location_in",201705,103.04,106.19,101.44,104.55,103.38,0.000194099378882087,0.000565024955268879,-0.000197160883280718,0.00248684839789566,0.000677113561617268,0,359.73,339.76,0,2,0,3,0,0,60.2,129.3,0,0,0,2860,0
20170504,333,117782,110700,119300,1,1,0,1,117.9180645,"energy_total_location_out",201705,103.04,106.19,101.44,104.55,103.38,0.000194099378882087,0.000565024955268879,-0.000197160883280718,0.00248684839789566,0.000677113561617268,0,344.08,323.73,1,0,0,1,0,0,29.3,57.7,0,0,0,11451,0
20170504,13040,129858,120000,131000,1,1,1,0,78.34935484,"energy_total_location_in",201705,103.04,106.19,101.44,104.55,103.38,0.000194099378882087,0.000565024955268879,-0.000197160883280718,0.00248684839789566,0.000677113561617268,0,344.08,323.73,1,0,0,1,0,0,29.3,57.7,0,0,0,333,0
